name,stars,numReviews,cuisine,priceRange,Url
Brunello Trattoria,4,44,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32272-d1008114-Reviews-Brunello_Trattoria-Culver_City_California.html
BJ's Restaurant & Brewhouse,4,37,"American, Pub",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3243530-Reviews-BJ_s_Restaurant_Brewhouse-Los_Angeles_California.html
Atlantic Seafood & Dim Sum restaurant,4,37,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32738-d5488832-Reviews-Atlantic_Seafood_Dim_Sum_restaurant-Monterey_Park_California.html
Won Kok Restaurant,4,52,"Chinese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d526399-Reviews-Won_Kok_Restaurant-Los_Angeles_California.html
Empress Harbor,4,35,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32738-d468233-Reviews-Empress_Harbor-Monterey_Park_California.html
Black Cat,4,24,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3865036-Reviews-Black_Cat-Los_Angeles_California.html
Uncle John's Cafe,4.5,19,"Chinese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d5103898-Reviews-Uncle_John_s_Cafe-Los_Angeles_California.html
The Stand,4.5,21,"American, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3728618-Reviews-The_Stand-Los_Angeles_California.html
The Pie Hole,4.5,13,"American, Cafe",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32859-d15218532-Reviews-The_Pie_Hole-Pasadena_California.html
The Roger Room,4.5,21,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4643636-Reviews-The_Roger_Room-Los_Angeles_California.html
Outlaws Cafe,4.5,26,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5107235-Reviews-Outlaws_Cafe-Los_Angeles_California.html
Gala Thai,4.5,15,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2477664-Reviews-Gala_Thai-Los_Angeles_California.html
Lucky Strike Hollywood,4,35,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d493659-Reviews-Lucky_Strike_Hollywood-West_Hollywood_California.html
Myung Dong Kyoja,4,32,"Asian, Korean",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1441614-Reviews-Myung_Dong_Kyoja-Los_Angeles_California.html
Monty's Steakhouse,4,60,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1316479-Reviews-Monty_s_Steakhouse-Los_Angeles_California.html
Cha Cha Chili,4.5,16,"Mexican, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3321000-Reviews-Cha_Cha_Chili-Los_Angeles_California.html
Tenno Sushi,4,28,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4917614-Reviews-Tenno_Sushi-Los_Angeles_California.html
Revolutionario Tacos,5,13,Mexican,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d10530784-Reviews-Revolutionario_Tacos-Los_Angeles_California.html
The Wolves,4.5,10,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d15193141-Reviews-The_Wolves-Los_Angeles_California.html
McKay's,3.5,56,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1308440-Reviews-McKay_s-Los_Angeles_California.html
FuRaiBo,4,58,"Asian, Japanese",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350264-Reviews-FuRaiBo-Los_Angeles_California.html
Athenaeum,4.5,47,American,High,https://www.tripadvisor.com/Restaurant_Review-g32859-d540783-Reviews-Athenaeum-Pasadena_California.html
Jinky's Studio City,4,28,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7649035-Reviews-Jinky_s_Studio_City-Los_Angeles_California.html
Wood & Water,4.5,16,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d13972063-Reviews-Wood_Water-Los_Angeles_California.html
Edibol,4.5,14,Asian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d12234062-Reviews-Edibol-Los_Angeles_California.html
Mizu 212 Degrees,4.5,31,"Asian, Japanese",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468385-Reviews-Mizu_212_Degrees-Los_Angeles_California.html
Tea by the Sea,4,32,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3634525-Reviews-Tea_by_the_Sea-Los_Angeles_California.html
Hamburger Mary's,3.5,154,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d534004-Reviews-Hamburger_Mary_s-West_Hollywood_California.html
The Highlight Room,4,33,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d13806087-Reviews-The_Highlight_Room-Los_Angeles_California.html
Del Frisco's Double Eagle Steakhouse,4,21,Steakhouse,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d16825310-Reviews-Del_Frisco_s_Double_Eagle_Steakhouse-Los_Angeles_California.html
Scratch Bar,4.5,33,American,High,https://www.tripadvisor.com/Restaurant_Review-g32070-d4831640-Reviews-Scratch_Bar-Beverly_Hills_California.html
Coco's Bakery Restaurant,4,39,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2412239-Reviews-Coco_s_Bakery_Restaurant-Los_Angeles_California.html
Timmy Nolan's Tavern and Grill,4.5,34,"Irish, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3417261-Reviews-Timmy_Nolan_s_Tavern_and_Grill-Los_Angeles_California.html
California Pizza Kitchen Topanga,4,47,"American, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348944-Reviews-California_Pizza_Kitchen_Topanga-Los_Angeles_California.html
India's Restaurant,4,40,"Indian, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7072650-Reviews-India_s_Restaurant-Los_Angeles_California.html
Sabor Colombiano,4,24,"Latin, Colombian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4764772-Reviews-Sabor_Colombiano-Los_Angeles_California.html
Irv's Burgers,4.5,39,"American, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g33252-d903264-Reviews-Irv_s_Burgers-West_Hollywood_California.html
Nizam of India,4,35,Indian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468386-Reviews-Nizam_of_India-Los_Angeles_California.html
Rincon Oaxaqueno Restaurant,4.5,15,Mexican,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d5408914-Reviews-Rincon_Oaxaqueno_Restaurant-Los_Angeles_California.html
Summer Canteen,4.5,21,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4252045-Reviews-Summer_Canteen-Los_Angeles_California.html
Wild Living Foods,4.5,12,"Healthy, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d12537228-Reviews-Wild_Living_Foods-Los_Angeles_California.html
Pho So 1,4,35,"Asian, Vietnamese",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d360429-Reviews-Pho_So_1-Los_Angeles_California.html
Cricca's Italian Deli,5,15,Italian,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d4256593-Reviews-Cricca_s_Italian_Deli-Los_Angeles_California.html
Emilio's Trattoria,4,51,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3324473-Reviews-Emilio_s_Trattoria-Los_Angeles_California.html
Pico Deli,4,46,"American, Deli",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350169-Reviews-Pico_Deli-Los_Angeles_California.html
Hyperion Public,4,32,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3848095-Reviews-Hyperion_Public-Los_Angeles_California.html
Colombo's Italian Steak House,4,49,"Italian, Steakhouse",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d786806-Reviews-Colombo_s_Italian_Steak_House-Los_Angeles_California.html
Javier's - Century City,3.5,88,Mexican,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d13072143-Reviews-Javier_s_Century_City-Los_Angeles_California.html
Imperial Western Beer Company,4,18,"Bar, Pub",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d15291992-Reviews-Imperial_Western_Beer_Company-Los_Angeles_California.html
Boss Sushi,4.5,26,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32070-d866725-Reviews-Boss_Sushi-Beverly_Hills_California.html
Sushi Katsu-Ya,4,21,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5018239-Reviews-Sushi_Katsu_Ya-Los_Angeles_California.html
Mitsuru Cafe,4,34,"Japanese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d537652-Reviews-Mitsuru_Cafe-Los_Angeles_California.html
Full House,4,33,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d371877-Reviews-Full_House-Los_Angeles_California.html
Rahel Ethiopian Vegan Cuisine,4,24,"Ethiopian, African",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2321536-Reviews-Rahel_Ethiopian_Vegan_Cuisine-Los_Angeles_California.html
Osen Izakaya,5,9,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d13509359-Reviews-Osen_Izakaya-Los_Angeles_California.html
Fresh In The Box,5,17,"Japanese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d966106-Reviews-Fresh_In_The_Box-Los_Angeles_California.html
Los Tacos,4.5,22,Mexican,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d468574-Reviews-Los_Tacos-Los_Angeles_California.html
Panera Bread,4.5,22,Soups,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d4246790-Reviews-Panera_Bread-Los_Angeles_California.html
Radhika,4,25,Indian,Medium,https://www.tripadvisor.com/Restaurant_Review-g33115-d6581046-Reviews-Radhika-South_Pasadena_California.html
Cafe Verona,4,78,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364864-Reviews-Cafe_Verona-Los_Angeles_California.html
Jon & Vinny's Brentwood,4,21,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d15844123-Reviews-Jon_Vinny_s_Brentwood-Los_Angeles_California.html
Ministry of Coffee,5,10,"American, Australian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d14110532-Reviews-Ministry_of_Coffee-Los_Angeles_California.html
Kasih,4.5,14,"Asian, Indonesian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d14046518-Reviews-Kasih-Los_Angeles_California.html
Hermosillo,4.5,14,"Bar, Pub",Not Defined,https://www.tripadvisor.com/Restaurant_Review-g32655-d4763351-Reviews-Hermosillo-Los_Angeles_California.html
La Cevicheria,4.5,17,"Mexican, Peruvian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d4948104-Reviews-La_Cevicheria-Los_Angeles_California.html
Midori Sushi Restaurant,4,44,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4339687-Reviews-Midori_Sushi_Restaurant-Los_Angeles_California.html
Urbano Mexican Kitchen,4.5,14,Mexican,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32859-d10458861-Reviews-Urbano_Mexican_Kitchen-Pasadena_California.html
Woodlands Pure Vegetarian South Indian Cuisine,4,23,"Indian, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d967597-Reviews-Woodlands_Pure_Vegetarian_South_Indian_Cuisine-Los_Angeles_California.html
Strada Eateria & Coffee,5,9,European,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d12437872-Reviews-Strada_Eateria_Coffee-Los_Angeles_California.html
Headlines Diner & Press Club,4.5,20,"Cafe, American",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d350281-Reviews-Headlines_Diner_Press_Club-Los_Angeles_California.html
Seafood Village Restaurant,4,29,"Seafood, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32738-d1010405-Reviews-Seafood_Village_Restaurant-Monterey_Park_California.html
Green Leaves Vegan,4.5,21,Healthy,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d982558-Reviews-Green_Leaves_Vegan-Los_Angeles_California.html
Tavern on Brand,4.5,23,"Mexican, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32431-d503686-Reviews-Tavern_on_Brand-Glendale_California.html
Cafe Midi,4.5,26,"Cafe, French",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d491384-Reviews-Cafe_Midi-Los_Angeles_California.html
Modern Eats,4.5,19,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3615917-Reviews-Modern_Eats-Los_Angeles_California.html
The Vegan Joint,4,34,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d968915-Reviews-The_Vegan_Joint-Los_Angeles_California.html
So Sushi,4.5,21,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5073582-Reviews-So_Sushi-Los_Angeles_California.html
The Carving Board,4.5,14,"Fast Food, Deli",Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d8746765-Reviews-The_Carving_Board-West_Hollywood_California.html
Catalina Bar & Grill,4,41,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d566109-Reviews-Catalina_Bar_Grill-Los_Angeles_California.html
Sharkys Mexican Grill,4,27,"Mexican, American",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3150054-Reviews-Sharkys_Mexican_Grill-Los_Angeles_California.html
Niko Niko Sushi,4.5,21,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468404-Reviews-Niko_Niko_Sushi-Los_Angeles_California.html
Sushi Ichiban Kan,4.5,15,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5082021-Reviews-Sushi_Ichiban_Kan-Los_Angeles_California.html
Magal BBQ,5,12,"Barbecue, Asian",Medium,
Midevil Time,4.5,20,American,Medium,
Munch Box,4.5,24,"American, Fast Food",Cheap,
Paper or Plastik Cafe,4,33,Cafe,Medium,
Miya Sushi,5,14,"Japanese, Sushi",Not Defined,
Topanga Pizza,4.5,22,"Italian, Pizza",Medium,
Colonial Kitchen Restaurant,4,46,American,Medium,
Mimi's Cafe,4,45,"American, Cafe",Medium,
San Pedro Fish Market Grille - Wilmington,4.5,14,"Seafood, Mexican",Cheap,
Concert Hall Cafe,4,43,Cafe,Medium,
Fernandas Ny Pizza,4.5,14,Pizza,Not Defined,
Zono Sushi,4,24,"Japanese, Sushi",Medium,
Tuk Tuk Thai,4,27,"Asian, Thai",Medium,
Cook's Tortas,4,31,"Mexican, Fast Food",Medium,
Al & Bea's Mexican Food,4.5,17,"Mexican, Latin",Cheap,
Ubatuba Acai,5,14,South American,Cheap,
Sharky's Woodfired Mexican Grill,4.5,23,"Mexican, Fast Food",Cheap,
East India Grill,4.5,30,Indian,Medium,
Santuari Restaurant,4.5,14,"Mediterranean, Italian",Medium,
Caioti Pizza Cafe,4,37,"Pizza, Italian",Medium,
JR's Genuine Barbeque,4.5,24,"American, Barbecue",Medium,
The Lobby Lounge,4,41,Cafe,High,
Kiku Sushi,4,25,"Japanese, Sushi",Medium,
Scum and Villainy Cantina,4,16,"Bar, Pub",Medium,
Beelman's Pub,5,10,Pub,Medium,
The Draycott,4,38,"Bar, American",Medium,
Freedman's,4.5,13,,Medium,
Crown of India Tandoori Restaurant,4,23,"Indian, Asian",Cheap,
Winsome,4,34,"Cafe, Contemporary",Medium,
Shanghai Diamond Garden,4,32,"Chinese, Asian",Medium,
La Cubana Restaurant,4.5,15,"Latin, Cuban",Medium,
Gen Korean BBQ House,4,23,"Barbecue, Asian",Medium,
Grandview Palace,4,32,"Chinese, Asian",Medium,
Maxwell Cafe,4,38,"American, Cafe",Medium,
Mori Teppan Grill,4.5,21,"Japanese, Asian",Medium,
La Azteca Tortilleria,4.5,22,"Mexican, Latin",Cheap,
California Chutney,4,25,"Indian, Fast Food",Cheap,
Crusty Crab,4,49,"Seafood, American",Medium,
Lulu's Restaurant,4,36,"American, Barbecue",Medium,
Tacos Delta,4.5,17,"Mexican, Latin",Cheap,
Lazy Daisy Cafe,4,22,"American, Cafe",Medium,
Natalee Thai Restaurant,4,23,"Asian, Thai",Medium,
Concerto,4.5,18,"Italian, International",Medium,
Prime Pizza,4.5,20,Pizza,Cheap,
Good Measure,5,10,,Medium,
Ave 26 Taco Stand,4.5,13,"Mexican, Latin",Cheap,
Korean Kitchen Hibachi Barbeque,4.5,18,"Korean, Japanese",Medium,
Noodle World Pasadena,4,39,"Asian, Thai",Cheap,
Quality Food & Beverage,4,34,"American, International",Medium,
City Thai,4,35,"Asian, Thai",Medium,
Larsen's Steakhouse Encino,4,55,"American, Steakhouse",High,
Le Pho,4.5,27,"Asian, Vietnamese",Cheap,
Babouch,4,36,"Moroccan, Middle Eastern",Medium,
The Prince Restaurant,4.5,15,"Asian, Korean",Medium,
Lock & Key,4.5,15,"American, Korean",Medium,
Moodaepo II,4.5,15,"Barbecue, Asian",Not Defined,
Asahi Ramen,4,32,"Japanese, Asian",Cheap,
Angelini Alimentari,5,10,"Italian, Cafe",Medium,
Sugarfina,5,12,Healthy,Medium,
Brite Spot,3.5,55,"American, Diner",Cheap,
The Room Sushi Bar,4,22,"Japanese, Sushi",Medium,
Feast From the East,4,31,"Chinese, Japanese",Cheap,
Restaurant Tatsuki,4.5,16,"Japanese, Seafood",Not Defined,
KFC Express/Pizza Hut Express,4,60,"American, Fast Food",Cheap,
Hidden Craft,4.5,12,"American, Bar",Medium,
Baccali Cafe & Rotisserie,4,38,"Asian, Chinese",Medium,
Frolic Room,4,23,Pub,Cheap,
Joan's on Third,4,35,American,Medium,
Bird's Nest Cafe,4.5,14,"American, Cafe",Cheap,
Fresh Brothers Pizza Hollywood,4.5,13,"Pizza, Italian",Cheap,
Trasteverse,4,21,"Italian, Mediterranean",Medium,
Grandi Italiani,4.5,10,Italian,Cheap,
The Corner Store,5,13,American,Cheap,
Green Apple China Bistro,4,37,"Chinese, Asian",Medium,
Shamshiri Restaurant,4.5,26,"Middle Eastern, Persian",Medium,
Hop Woo BBQ & Seafood Restaurant,3.5,54,"Chinese, Asian",Medium,
Chinese Friends Restaurant,4,26,"Chinese, Asian",Medium,
La Parrilla,4,33,"Mexican, Latin",Medium,
The Red Door,4.5,15,"Bar, Pub",Medium,
Vegetable,4.5,22,"Cafe, Soups",Medium,
Palace Seafood and Dim Sum,3.5,54,"Chinese, Asian",Medium,
Spice Season (Studio City),5,11,"Asian, Thai",Not Defined,
Kickin KAsian,4,30,Seafood,Medium,
Fiore Market Cafe,4.5,21,Cafe,Medium,
Tabula Rasa Bar,5,11,"Wine Bar, Bar",Medium,
Bulan Thai Vegetarian Restaurant,4.5,15,"Asian, Thai",Medium,
Got Kosher?,4,46,French,Medium,
Noodle World,4,31,"Chinese, Asian",Cheap,
Sparrow,4,15,Italian,Not Defined,
King Taco,4.5,18,"Mexican, Latin",Cheap,
El Pescador Restaurant,4.5,18,Mexican,Medium,
Flame Pizzeria,5,15,"Italian, Pizza",Medium,
Fala Bar,4.5,18,"Fast Food, Middle Eastern",Cheap,
Eat Drink Americano,4,18,"American, Bar",Medium,
Rib Ranch Barbeque,4,33,"American, Barbecue",Medium,
Sorriso Ristorante and Martini Bar,3.5,48,Italian,Medium,
Enzo's Pizzeria,4,34,"Pizza, Italian",Cheap,
CinqueTerre West Osteria,4.5,13,"Italian, Pizza",Medium,
Idle Hour,4,27,"American, Bar",Medium,
Viet Noodle Bar,4,21,"Asian, Vietnamese",Medium,
Deanos Gourmet Pizza,4,36,"Pizza, Italian",Cheap,
Label's Table Delicatessen,4.5,17,Deli,Cheap,
Brasil Kiss,5,11,Cafe,Not Defined,
The Pier House,4,29,"American, Fusion",Medium,
Two Guys From Italy,4,34,"Italian, Pizza",Medium,
"Monty's Steaks, Seafood & Pasta",4.5,17,"American, Steakhouse",Medium,
LuLu's Cafe,4,30,"Cafe, American",Medium,
Nomad Ice Pops,5,9,"Mexican, American",Cheap,
Burgerlords,4.5,15,,Cheap,
pearl District,5,10,"American, Contemporary",High,
Shibumi,4,19,Japanese,Medium,
Sushi Iki,5,15,"Japanese, Sushi",High,
Leos tacos,5,11,"Mexican, Latin",Cheap,
Mercado La Paloma,4,22,"Latin, Spanish",Cheap,
Melanee Thai,4.5,25,"Asian, Thai",Medium,
Blossom Vietnamese Restaurant,4.5,13,"Asian, Vietnamese",Cheap,
Casey's Irish Pub,3.5,82,"Irish, Bar",Cheap,
Skaf's Grill,5,18,"Lebanese, Mediterranean",Medium,
Tommy's Burgers,4.5,21,Fast Food,Cheap,
The Nook,4,20,Cafe,Medium,
Spitz - Eagle Rock,4,25,"Mediterranean, Bar",Medium,
Aeirloom Bakery,4,30,"American, Cafe",Medium,
Green Table Cafe,4.5,12,,Medium,
Caramba Mexican Food,4,23,"Mexican, Latin",Medium,
Market Provisions,4.5,11,Diner,Medium,
The Breakfast Club,4.5,9,,Not Defined,
Awash Restaurant,4.5,12,"African, Ethiopian",Medium,
John Sparr Tavern,5,79,"American, Bar",Medium,
Tarantino's Pizzeria,4.5,61,"Italian, Pizza",Medium,
Matteo's,4,43,Italian,Medium,
Sushiko,4.5,19,"Japanese, Sushi",Medium,
Village Tandoor,4.5,18,Indian,Medium,
Seongbukdong,4.5,12,"Asian, Korean",Medium,
Crazy Fish - Grill and Market,4.5,10,"Seafood, Grill",Medium,
California Pita & Grill,4,19,"Mediterranean, Greek",Cheap,
Brownstone Bistro,4.5,18,American,Medium,
The Talpa Restaurant,4.5,14,"Mexican, Latin",Medium,
Anajak Thai Cuisine,4,25,"Asian, Thai",Medium,
Guido's,4,32,Italian,Medium,
India's Tandoori,4,28,Indian,Medium,
Nazelie's Lebanese Cafe,4.5,13,"Mediterranean, Lebanese",Cheap,
Augustine Sherman Oaks,5,12,Wine Bar,Medium,
Plan Check Kitchen,4.5,18,,Medium,
Rush Street,4,134,"American, Bar",Medium,
Il Saggio,4.5,12,Italian,Medium,
La Conversation,4.5,83,Cafe,Medium,
Eve American Bistro,4.5,12,American,Medium,
Mexico City,4,57,"Mexican, Latin",Medium,
H.O.P.E.,4.5,13,Asian,Not Defined,
KangHoDong Baek Jeong,4,32,"Barbecue, Asian",Medium,
Public School 310,4,150,"American, Bar",Medium,
Deluca's Italian Deli,4,21,Italian,Medium,
Honey Pig,4,34,"Barbecue, Asian",Medium,
Classic Grill,4.5,16,,Cheap,
TerraNova Bar & Restaurant,4,25,American,Medium,
Mucho MAS,4,43,"Mexican, Latin",Medium,
Luscious Dumplings,4.5,19,"Chinese, Asian",Cheap,
Momo Sushi,4.5,16,"Japanese, Sushi",Medium,
Stanley's,4.5,14,,Medium,
California Roll Factory,4,29,"Japanese, Sushi",Medium,
The Shrimp Lover,4.5,11,Seafood,Medium,
New Capital Seafood Restaurant,4,47,"Chinese, Asian",Medium,
The Varnish,4.5,21,,Medium,
Tacos Por Favor,4.5,16,"Mexican, Fast Food",Cheap,
Bamboo Restaurant,4.5,20,"Latin, International",Medium,
Dtla Cheese,5,12,,Medium,
Love Baked Wings,4.5,11,"American, Fast Food",Cheap,
Bachi Burger,4.5,18,Fusion,Medium,
Tokoro Japanese Restaurant,4,27,"Japanese, Sushi",Medium,
Mexicali Cocina Cantina,3.5,84,"Mexican, Southwestern",Medium,
Tasty Noodle House,4,14,"Chinese, Asian",Medium,
Veggie House,4.5,14,"Asian, Thai",Medium,
Trattoria Natalie,4,46,"Italian, Pizza",Medium,
Senor Fish,4,23,"Mexican, Latin",Cheap,
Black Angus Steakhouse - Northridge,3.5,62,"American, Steakhouse",Medium,
Crossroads West Cafe,4.5,15,American,Medium,
The Joint Eatery,5,8,Seafood,Not Defined,
Sushi and Teri,4,18,"Japanese, Sushi",Cheap,
Pimai Restaurant,4,27,"Asian, Thai",Cheap,
Thai Original Bar-B-Q,4.5,13,"Asian, Thai",Medium,
Arena Sports Bar,4.5,16,"Bar, Pub",Cheap,
The Silver Lake House,4,24,"Asian, Thai",Cheap,
Pop's Cafe,4.5,39,"American, Cafe",Cheap,
Kravings,4,41,"Brazilian, Steakhouse",Medium,
El Condor,4.5,15,"Mexican, Latin",Not Defined,
JOY,4.5,8,"Asian, Taiwanese",Not Defined,
The 3rd Stop,4,26,"American, Bar",Medium,
V,5,7,"Bar, Cafe",Medium,
Sadaf Restaurant,4,30,"Middle Eastern, Persian",Medium,
Acapulco,3.5,59,Mexican,Medium,
Bodhi Kosher Thai,4,23,"Asian, Thai",Medium,
Louigi's Italian Kitchen,4,29,"Italian, Pizza",Medium,
Lal Mirch Indian Restaurant,4,42,Indian,Medium,
The Escondite,4.5,14,"American, Bar",Medium,
Caruso's Pizza,4.5,18,"Italian, Pizza",Medium,
Itaery,4.5,11,Italian,Medium,
Echigo,4,23,"Japanese, Sushi",Medium,
delmonicos,4,78,"American, Seafood",Medium,
Caravan Swim Club,4.5,6,,Not Defined,
Baja Beach Restaurant,4,23,"Mexican, Bar",Cheap,
Restaurant,4.5,11,"Mexican, Latin",Cheap,
Catch 56,4,30,Seafood,Cheap,
Classic Thai Restaurant,4.5,14,"Asian, Thai",Medium,
Aura Thai Hollywood,4.5,14,"Thai, Asian",Medium,
Uncle Ernie's Pizza,4.5,16,"Pizza, Italian",Cheap,
Magnolia House,4,44,"American, Bar",Medium,
Amara Kitchen,4,21,"Healthy, Cafe",Medium,
Vittoria Pizza,4.5,11,"Italian, Pizza",Medium,
Hae Ha Heng Thai Bistro,4,16,"Asian, Thai",Medium,
Hot Wok Cafe,4.5,17,"Chinese, Asian",Medium,
Asuka,5,10,"Japanese, Sushi",High,
Mignon Wine & Tapas Bar,5,13,"French, Wine Bar",Medium,
Tortas Mexico,4.5,21,"Mexican, Latin",Cheap,
Kyochon Chicken,4,26,"Korean, Asian",Cheap,
Simply Salad,4.5,22,,Medium,
The Tuck Room Tavern,4,37,"American, Bar",Medium,
Manna Korean BBQ,4,50,"Asian, Korean",Medium,
Buzz Wine Beer Shop,4.5,13,Wine Bar,Not Defined,
HomeTown Buffet,4,29,American,Medium,
Lucky Bird,4.5,9,American,Medium,
Spare Tire Kitchen & Tavern,4.5,15,"Bar, Pub",Medium,
Speranza,3.5,41,Italian,Medium,
Patsy d'Amore's Pizza,4,18,"Pizza, Italian",Cheap,
Something's Fishy Restaurant,4,26,"Japanese, Sushi",Medium,
Pizza Bella,4,24,Pizza,Medium,
Senor Sol,4.5,16,"Mexican, Latin",Cheap,
Forage,4.5,18,Healthy,Medium,
The Indian Kitchen,4.5,21,"Indian, Asian",Medium,
Best Hikari Sushi,4.5,14,"Japanese, Sushi",Medium,
Luchini Pizzeria & Bar,4,17,Pizza,Medium,
Electric Owl,4,17,"Bar, American",Medium,
Hank's Pizza,4.5,17,Pizza,Cheap,
Eagle Rock Brewery,4.5,15,"American, Pub",Medium,
Red Moon Restaurant & Lounge,4.5,10,"Mediterranean, Middle Eastern",Medium,
Atmosphere Cafe,4.5,15,French,Medium,
Oo-Kook Tofu and Barbeque,4.5,15,"Asian, Korean",Medium,
Via Alloro,4,273,"Italian, Pizza",Medium,
Wally's Cheese Box,4.5,11,American,Not Defined,
La Table de Sophie and Le Bar de Simon,4.5,7,"French, Wine Bar",Medium,
The Henry,4,47,"American, Contemporary",Medium,
Barrio Fiesta,4,28,"Filipino, Asian",Medium,
Chi Dynasty,4,43,"Chinese, Asian",Medium,
Gloria's Cocina Mexicana Restaurant,4,47,"Mexican, Spanish",Medium,
